Date Time,Ch2,Ch4,Ch5,ChX,Amb
Date Time,Solar Radiation         ,Ground Temp             ,Air Temp (Shade)        ,Wind Speed      ,ambient temp
,,,,,
Data Set 1,,,,,
6/23/2024 6:25,47.3,14.6,13.92,0.2775,13.05
6/23/2024 6:30,65.2,14.74,14.03,0.165,13.19
6/23/2024 6:35,71.4,14.65,14.24,0.375,13.33
6/23/2024 6:40,86.4,15.21,14.47,0.0975,13.51
6/23/2024 6:45,110.3,14.96,14.51,0.2025,13.69
6/23/2024 6:50,131.5,15.32,14.83,0.06,13.87
6/23/2024 6:55,96.7,15.46,14.83,0.3375,14.05
6/23/2024 7:00,83.2,15.37,14.67,0.045,14.21
6/23/2024 7:05,95.2,15.23,14.67,0.1725,14.33
6/23/2024 7:10,119.8,15.44,14.96,0.1275,14.42
6/23/2024 7:15,130.4,15.91,15.64,0,14.56
6/23/2024 7:20,141.4,15.77,15.39,0.1125,14.74
6/23/2024 7:25,153.5,15.71,15.26,0.0075,14.87
6/23/2024 7:30,178,15.59,15.48,0.27,14.96
6/23/2024 7:35,217.2,16.15,16.7,0.075,15.12
6/23/2024 7:40,133.7,16.47,17.73,0.1875,15.37
6/23/2024 7:45,128.6,16.08,16.08,0.195,15.59
6/23/2024 7:50,101.5,16.2,15.73,0.0225,15.73
6/23/2024 7:55,83.9,15.86,15.21,0.075,15.79
6/23/2024 8:00,87.9,15.75,15.12,0.1575,15.77
6/23/2024 8:05,82.4,15.75,15.05,0,15.77
6/23/2024 8:10,122.7,15.79,15.28,0.015,15.75
6/23/2024 8:15,149.1,15.97,15.53,0.2475,15.82
6/23/2024 8:20,158.6,16.27,15.84,0.1725,15.93
6/23/2024 8:25,159.3,15.82,15.64,1.17,16.04
6/23/2024 8:30,231.5,16.08,15.99,0.4875,16.13
6/23/2024 8:35,198.9,16.74,16.63,0.2475,16.34
6/23/2024 8:40,165.9,16.4,16.43,0.1275,16.54
6/23/2024 8:45,183.5,15.75,15.82,0.7275,16.61
6/23/2024 8:50,167.4,16.43,16.76,0.285,16.65
6/23/2024 8:55,301.5,17.46,19.22,0.0525,16.85
6/23/2024 9:00,166.3,17.84,18.49,0.27,17.3
6/23/2024 9:05,369.2,16.15,16.24,1.2825,17.44
6/23/2024 9:10,203.3,17.07,17.66,0.4875,17.53
6/23/2024 9:15,264.8,17.1,17.1,1.185,17.68
6/23/2024 9:20,769.6,17.07,17.07,0.1125,17.81
6/23/2024 9:25,229.3,17.39,17.92,0.39,17.9
6/23/2024 9:30,148.4,16.92,17.41,0.7425,17.95
6/23/2024 9:35,171.8,17.81,18.86,0.0675,18.04
6/23/2024 9:40,260.8,18.69,19.6,0.18,18.24
6/23/2024 9:45,724.9,19.54,20.16,0.2175,18.55
6/23/2024 9:50,353.5,21.71,22.48,0.135,18.99
