"","UniID","mom","ID","temp","active","instar","time","duration","mgain","rgrlog","rgrarith","time.per","dur","durbin"
"792","29.78.8","78",8,29,"y",4,NA,24.1833333333333,31.55,0.0216320815313211,1.30461750516885,"current",24.1833333333333,24
"793","29.82.1","82",1,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"794","29.82.1","82",1,29,"y",4,NA,6,7.34,0.0476480724908331,1.22333333333333,"current",6,6
"795","29.82.1","82",1,29,"y",4,NA,24.1833333333333,31.9,0.0290753367869963,1.31909028256375,"current",24.1833333333333,24
"796","29.82.2","82",2,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"797","29.82.2","82",2,29,"y",4,NA,6,8.42,0.0477620993551551,1.40333333333333,"current",6,6
"798","29.82.2","82",2,29,"y",4,NA,24.1833333333333,39.39,0.0301910642590772,1.62880771881461,"current",24.1833333333333,24
"799","11.74.11","74",11,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"800","11.74.11","74",11,11,"y",4,NA,6,0.42,0.00295479449340526,0.07,"current",6,6
"801","11.74.11","74",11,11,"y",4,NA,24.2,1.99,0.00323333628048937,0.0822314049586777,"current",24.2,24
"802","11.74.12","74",12,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"803","11.74.12","74",12,11,"y",4,NA,6,0.799999999999999,0.00558136992722478,0.133333333333333,"current",6,6
"804","11.74.12","74",12,11,"y",4,NA,24.2,3,0.00471670046185865,0.12396694214876,"current",24.2,24
"805","11.74.13","74",13,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"806","11.74.13","74",13,11,"y",4,NA,6,2.41,0.015231391032254,0.401666666666667,"current",6,6
"807","11.74.13","74",13,11,"y",4,NA,24.2,4.1,0.00601840575099886,0.169421487603306,"current",24.2,24
"808","11.75.1","75",1,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"809","11.75.1","75",1,11,"y",4,NA,6,1.64,0.0111577982717689,0.273333333333333,"current",6,6
"810","11.75.1","75",1,11,"y",4,NA,24.2,2.71,0.00436564575974031,0.11198347107438,"current",24.2,24
"811","11.75.2","75",2,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"812","11.75.2","75",2,11,"y",4,NA,6,2.44,0.017731813531281,0.406666666666667,"current",6,6
"813","11.75.2","75",2,11,"y",4,NA,24.2,4.3,0.00714672609409024,0.177685950413223,"current",24.2,24
"814","11.77.1","77",1,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"815","11.77.1","77",1,11,"y",4,NA,6,0.859999999999999,0.00592613164798424,0.143333333333333,"current",6,6
"816","11.77.1","77",1,11,"y",4,NA,24.2,2.86,0.00448238612492459,0.118181818181818,"current",24.2,24
"817","11.77.2","77",2,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"818","11.77.2","77",2,11,"y",4,NA,6,1.06,0.00542098999259714,0.176666666666666,"current",6,6
"819","11.77.2","77",2,11,"y",4,NA,24.2,4.31,0.00493085053195867,0.178099173553719,"current",24.2,24
"820","11.77.3","77",3,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"821","11.77.3","77",3,11,"y",4,NA,6,1.45,0.00692611732895991,0.241666666666667,"current",6,6
"822","11.77.3","77",3,11,"y",4,NA,24.2,2.89,0.00327402353224366,0.119421487603306,"current",24.2,24
"823","11.77.4","77",4,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"824","11.77.4","77",4,11,"y",4,NA,6,1.52,0.00743035544212341,0.253333333333333,"current",6,6
"825","11.77.4","77",4,11,"y",4,NA,24.2,3.29,0.00377331233235898,0.135950413223141,"current",24.2,24
"826","11.79.1","79",1,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"827","11.79.1","79",1,11,"y",4,NA,6,1.57,0.00933918745793457,0.261666666666667,"current",6,6
"828","11.79.1","79",1,11,"y",4,NA,24.2,4.19,0.00561740759720533,0.173140495867769,"current",24.2,24
"829","11.79.2","79",2,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"830","11.79.2","79",2,11,"y",4,NA,6,2.11,0.0141273782648988,0.351666666666667,"current",6,6
"831","11.79.2","79",2,11,"y",4,NA,24.2,4.29,0.0065214860745023,0.177272727272727,"current",24.2,24
"832","11.79.3","79",3,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"833","11.79.3","79",3,11,"y",4,NA,6,2.31,0.0135178611806106,0.385,"current",6,6
"834","11.79.3","79",3,11,"y",4,NA,24.2,5.36,0.00699244256214931,0.221487603305785,"current",24.2,24
"835","17.78.9","78",9,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"836","17.78.9","78",9,17,"y",4,NA,6,5.82,0.0252234781623363,0.97,"current",6,6
"837","17.78.9","78",9,17,"y",4,NA,24.1833333333333,12.99,0.0118128194859662,0.537146795313577,"current",24.1833333333333,24
"838","17.78.10","78",10,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"839","17.78.10","78",10,17,"y",4,NA,6,3.92,0.0208848561736262,0.653333333333333,"current",6,6
"840","17.78.10","78",10,17,"y",4,NA,24.1833333333333,11.97,0.0126383507528888,0.494968986905582,"current",24.1833333333333,24
"841","17.78.11","78",11,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"842","17.78.11","78",11,17,"y",4,NA,6,5.85,0.0227507291267864,0.975,"current",6,6
"843","17.78.11","78",11,17,"y",4,NA,24.1833333333333,20.22,0.0147734201984662,0.836113025499655,"current",24.1833333333333,24
"844","17.78.12","78",12,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"845","17.78.12","78",12,17,"y",4,NA,6,2.84,0.0140374362591304,0.473333333333333,"current",6,6
"846","17.78.12","78",12,17,"y",4,NA,24.1833333333333,11.17,0.0109674822345726,0.461888352860097,"current",24.1833333333333,24
"847","17.78.13","78",13,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"848","17.78.13","78",13,17,"y",4,NA,6,3.98,0.0178954219750934,0.663333333333334,"current",6,6
"849","17.78.13","78",13,17,"y",4,NA,24.1833333333333,13.97,0.0123080739495217,0.577670572019297,"current",24.1833333333333,24
"850","17.79.4","79",4,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"851","17.79.4","79",4,17,"y",4,NA,6,1.8,0.0101478757078501,0.3,"current",6,6
"852","17.79.4","79",4,17,"y",4,NA,24.1833333333333,9.51,0.0105072721481953,0.393246037215713,"current",24.1833333333333,24
"853","17.79.5","79",5,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"854","17.79.5","79",5,17,"y",4,NA,6,1.65,0.0107068160424481,0.275,"current",6,6
"855","17.79.5","79",5,17,"y",4,NA,24.1833333333333,8.89,0.0111343094931299,0.367608545830462,"current",24.1833333333333,24
"856","17.79.6","79",6,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"857","17.79.6","79",6,17,"y",4,NA,6,3.89,0.0181612576288892,0.648333333333333,"current",6,6
"858","17.79.6","79",6,17,"y",4,NA,24.1833333333333,14.1,0.0127481221123421,0.583046175051688,"current",24.1833333333333,24
"859","17.79.7","79",7,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"860","17.79.7","79",7,17,"y",4,NA,6,2.92,0.0132466388077553,0.486666666666667,"current",6,6
"861","17.79.7","79",7,17,"y",4,NA,24.1833333333333,10.37,0.00966820073108839,0.428807718814611,"current",24.1833333333333,24
"862","17.79.8","79",8,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"863","17.79.8","79",8,17,"y",4,NA,6,3.29,0.0153073975441681,0.548333333333333,"current",6,6
"864","17.79.8","79",8,17,"y",4,NA,24.1833333333333,12.74,0.0116393169637708,0.526809097174363,"current",24.1833333333333,24
"865","17.81.1","81",1,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"866","17.81.1","81",1,17,"y",4,NA,6,1.73,0.0123609800870207,0.288333333333333,"current",6,6
"867","17.81.1","81",1,17,"y",4,NA,24.1833333333333,8.46,0.0116271251577176,0.349827705031013,"current",24.1833333333333,24
"868","17.81.2","81",2,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"869","17.81.2","81",2,17,"y",4,NA,6,3.05,0.0231072233984007,0.508333333333333,"current",6,6
"870","17.81.2","81",2,17,"y",4,NA,24.1833333333333,NA,NA,NA,"current",24.1833333333333,24
"871","23.78.14","78",14,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"872","23.78.14","78",14,23,"y",4,NA,6,4.9,0.028840594328946,0.816666666666667,"current",6,6
"873","23.78.14","78",14,23,"y",4,NA,24.1666666666667,26.8,0.0234013133779592,1.10896551724138,"current",24.1666666666667,24
"874","23.78.15","78",15,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"875","23.78.15","78",15,23,"y",4,NA,6,7.05,0.0361847435399687,1.175,"current",6,6
"876","23.78.15","78",15,23,"y",4,NA,24.1666666666667,28.63,0.0231876228223517,1.18468965517241,"current",24.1666666666667,24
"877","23.78.16","78",16,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"878","23.78.16","78",16,23,"y",4,NA,6,7.89,0.0335920793744673,1.315,"current",6,6
"879","23.78.16","78",16,23,"y",4,NA,24.1666666666667,33.97,0.0227308984687642,1.40565517241379,"current",24.1666666666667,24
"880","23.79.9","79",9,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"881","23.79.9","79",9,23,"y",4,NA,6,10.89,0.0416494768217259,1.815,"current",6,6
"882","23.79.9","79",9,23,"y",4,NA,24.1666666666667,36.99,0.0232285645361063,1.53062068965517,"current",24.1666666666667,24
"883","23.79.10","79",10,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"884","23.79.10","79",10,23,"y",4,NA,6,9.8,0.032901004118223,1.63333333333333,"current",6,6
"885","23.79.10","79",10,23,"y",4,NA,24.1666666666667,34.63,0.0199423346430909,1.43296551724138,"current",24.1666666666667,24
"886","23.79.11","79",11,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"887","23.79.11","79",11,23,"y",4,NA,6,14.37,0.0409483811602778,2.395,"current",6,6
"888","23.79.11","79",11,23,"y",4,NA,24.1666666666667,30.59,0.0173047337807689,1.26579310344828,"current",24.1666666666667,24
"889","23.79.12","79",12,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"890","23.79.12","79",12,23,"y",4,NA,6,-0.41,-0.00431790396220335,-0.0683333333333334,"current",6,6
"891","23.79.12","79",12,23,"n",4,NA,24.1666666666667,NA,NA,NA,"current",24.1666666666667,24
"892","23.81.3","81",3,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"893","23.81.3","81",3,23,"y",4,NA,6,6.59,0.0348127286591201,1.09833333333333,"current",6,6
"894","23.81.3","81",3,23,"y",4,NA,24.1666666666667,24.53,0.0214501342367032,1.01503448275862,"current",24.1666666666667,24
"895","23.81.4","81",4,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"896","23.81.4","81",4,23,"y",4,NA,6,3.76,0.0231426985726934,0.626666666666667,"current",6,6
"897","23.81.4","81",4,23,"y",4,NA,24.1666666666667,20.46,0.0200405837301171,0.846620689655172,"current",24.1666666666667,24
"898","23.81.5","81",5,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"899","23.81.5","81",5,23,"y",4,NA,6,3.57,0.0168277500011834,0.595,"current",6,6
"900","23.81.5","81",5,23,"y",4,NA,24.1666666666667,20.49,0.0164822862603384,0.847862068965517,"current",24.1666666666667,24
"901","23.82.3","82",3,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"902","23.82.3","82",3,23,"y",4,NA,6,5.24,0.0300078540396333,0.873333333333333,"current",6,6
"903","23.82.3","82",3,23,"y",4,NA,24.1666666666667,31.22,0.0251838588742972,1.29186206896552,"current",24.1666666666667,24
"904","23.82.4","82",4,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"905","23.82.4","82",4,23,"y",4,NA,6,4.67,0.0232637785067732,0.778333333333333,"current",6,6
"906","23.82.4","82",4,23,"y",4,NA,24.1666666666667,31.14,0.0226543040340455,1.28855172413793,"current",24.1666666666667,24
"907","29.82.5","82",5,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"908","29.82.5","82",5,29,"y",4,NA,6,9.93,0.0503545884918198,1.655,"current",6,6
"909","29.82.5","82",5,29,"y",4,NA,24.0166666666667,35.63,0.0276203979563677,1.48355308813324,"current",24.0166666666667,24
"910","29.82.6","82",6,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"911","29.82.6","82",6,29,"y",4,NA,6,5.21,0.0286480991823571,0.868333333333333,"current",6,6
"912","29.82.6","82",6,29,"y",4,NA,24.0166666666667,38.87,0.0276841896401491,1.61845940319223,"current",24.0166666666667,24
"913","29.82.7","82",7,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"914","29.82.7","82",7,29,"y",4,NA,6,5.87,0.033006635734374,0.978333333333333,"current",6,6
"915","29.82.7","82",7,29,"y",4,NA,24.0166666666667,32.95,0.0261353635630529,1.37196391394865,"current",24.0166666666667,24
"916","29.83.1","83",1,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"917","29.83.1","83",1,29,"y",4,NA,6,14.49,0.0459535787550186,2.415,"current",6,6
"918","29.83.1","83",1,29,"y",4,NA,24.0166666666667,40.24,0.0224598566658394,1.67550312283137,"current",24.0166666666667,24
"919","29.83.2","83",2,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"920","29.83.2","83",2,29,"y",4,NA,6,7.75,0.0358525611595647,1.29166666666667,"current",6,6
"921","29.83.2","83",2,29,"y",4,NA,24.0166666666667,43.36,0.0275423421078865,1.80541290770298,"current",24.0166666666667,24
"922","29.83.3","83",3,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"923","29.83.3","83",3,29,"y",4,NA,6,8.5,0.0481325898744949,1.41666666666667,"current",6,6
"924","29.83.3","83",3,29,"y",4,NA,24.0166666666667,37.42,0.0296653418465194,1.55808466342818,"current",24.0166666666667,24
"925","29.83.4","83",4,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"926","29.83.4","83",4,29,"y",4,NA,6,11.64,0.0461779273275504,1.94,"current",6,6
"927","29.83.4","83",4,29,"y",4,NA,24.0166666666667,36.81,0.0242493090042376,1.53268563497571,"current",24.0166666666667,24
"928","29.83.5","83",5,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"929","29.83.5","83",5,29,"y",4,NA,6,10.11,0.0517999688630265,1.685,"current",6,6
"930","29.83.5","83",5,29,"y",4,NA,24.0166666666667,40.17,0.0296523897113718,1.67258848022207,"current",24.0166666666667,24
"931","29.83.6","83",6,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"932","29.83.6","83",6,29,"y",4,NA,6,5.61,0.0218146781869168,0.935,"current",6,6
"933","29.83.6","83",6,29,"y",4,NA,24.0166666666667,32.44,0.0200691853455416,1.35072866065232,"current",24.0166666666667,24
"934","29.83.7","83",7,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"935","29.83.7","83",7,29,"y",4,NA,6,9.93,0.0459773045555708,1.655,"current",6,6
"936","29.83.7","83",7,29,"y",4,NA,24.0166666666667,36.24,0.0261161570349835,1.5089521165857,"current",24.0166666666667,24
"937","29.83.8","83",8,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"938","29.83.8","83",8,29,"y",4,NA,6,5.27,0.0306898837325723,0.878333333333333,"current",6,6
"939","29.83.8","83",8,29,"y",4,NA,24.0166666666667,40.43,0.0292874180215453,1.68341429562804,"current",24.0166666666667,24
"940","29.83.9","83",9,29,"y",4,NA,0,0,NA,NA,"current",0,NA
"941","29.83.9","83",9,29,"y",4,NA,6,9.61,0.0382107075931305,1.60166666666667,"current",6,6
"942","29.83.9","83",9,29,"y",4,NA,24.0166666666667,34.4,0.022597605676749,1.4323386537127,"current",24.0166666666667,24
"943","11.79.13","79",13,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"944","11.79.13","79",13,11,"y",4,NA,6,1.64,0.00649107660694951,0.273333333333333,"current",6,6
"945","11.79.13","79",13,11,"y",4,NA,24.0333333333333,6.14,0.00543988065100327,0.255478502080444,"current",24.0333333333333,24
"946","11.79.14","79",14,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"947","11.79.14","79",14,11,"y",4,NA,6,2,0.00864779138150762,0.333333333333334,"current",6,6
"948","11.79.14","79",14,11,"y",4,NA,24.0333333333333,5.71,0.00558706648887845,0.237586685159501,"current",24.0333333333333,24
"949","11.79.15","79",15,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"950","11.79.15","79",15,11,"y",4,NA,6,2.83,0.0146553682377726,0.471666666666667,"current",6,6
"951","11.79.15","79",15,11,"y",4,NA,24.0333333333333,7.83,0.00872811948222996,0.325797503467406,"current",24.0333333333333,24
"952","11.80.1","80",1,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"953","11.80.1","80",1,11,"y",4,NA,6,2.57,0.0151605659883378,0.428333333333333,"current",6,6
"954","11.80.1","80",1,11,"y",4,NA,24.0333333333333,5.76,0.00759258739380825,0.239667128987517,"current",24.0333333333333,24
"955","11.80.2","80",2,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"956","11.80.2","80",2,11,"y",4,NA,6,2.12,0.0136440439830882,0.353333333333333,"current",6,6
"957","11.80.2","80",2,11,"y",4,NA,24.0333333333333,4.35,0.00640812715553244,0.180998613037448,"current",24.0333333333333,24
"958","11.81.6","81",6,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"959","11.81.6","81",6,11,"y",4,NA,6,0.969999999999999,0.00730843270805727,0.161666666666666,"current",6,6
"960","11.81.6","81",6,11,"y",4,NA,24.0333333333333,2.73,0.00472734721888813,0.113592233009709,"current",24.0333333333333,24
"961","11.81.7","81",7,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"962","11.81.7","81",7,11,"y",4,NA,6,2.22,0.0155551502300034,0.37,"current",6,6
"963","11.81.7","81",7,11,"y",4,NA,24.0333333333333,4.06,0.00656976025599228,0.168932038834951,"current",24.0333333333333,24
"964","11.81.8","81",8,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"965","11.81.8","81",8,11,"y",4,NA,6,-0.119999999999999,-0.000641029255238383,-0.0199999999999999,"current",6,6
"966","11.81.8","81",8,11,"y",4,NA,24.0333333333333,4.59,0.00525159207136228,0.190984743411928,"current",24.0333333333333,24
"967","11.81.9","81",9,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"968","11.81.9","81",9,11,"y",4,NA,6,0.99,0.00740537776910479,0.165,"current",6,6
"969","11.81.9","81",9,11,"y",4,NA,24.0333333333333,1.39,0.0025452214832062,0.0578363384188627,"current",24.0333333333333,24
"970","11.81.10","81",10,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"971","11.81.10","81",10,11,"y",4,NA,6,2.75,0.0128301212103146,0.458333333333333,"current",6,6
"972","11.81.10","81",10,11,"y",4,NA,24.0333333333333,7.2,0.00742017212312253,0.299583911234397,"current",24.0333333333333,24
"973","11.83.10","83",10,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"974","11.83.10","83",10,11,"y",4,NA,6,1.67,0.00881807627060257,0.278333333333333,"current",6,6
"975","11.83.10","83",10,11,"y",4,NA,24.0333333333333,6.93,0.00777464907611041,0.288349514563107,"current",24.0333333333333,24
"976","11.83.11","83",11,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"977","11.83.11","83",11,11,"y",4,NA,6,0.82,0.00484700054907254,0.136666666666667,"current",6,6
"978","11.83.11","83",11,11,"y",4,NA,24.0333333333333,3.96,0.00521381627881505,0.164771151178918,"current",24.0333333333333,24
"979","17.81.11","81",11,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"980","17.81.11","81",11,17,"y",4,NA,6,1.64,0.0107625142070718,0.273333333333333,"current",6,6
"981","17.81.11","81",11,17,"y",4,NA,23.8666666666667,9.9,0.0123171008872833,0.414804469273743,"current",23.8666666666667,24
"982","17.81.12","81",12,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"983","17.81.12","81",12,17,"y",4,NA,6,2.85,0.0154126336702751,0.475,"current",6,6
"984","17.81.12","81",12,17,"y",4,NA,23.8666666666667,10.03,0.0110475663174654,0.420251396648045,"current",23.8666666666667,24
"985","17.81.13","81",13,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"986","17.81.13","81",13,17,"y",4,NA,6,2.68,0.0184340473640185,0.446666666666667,"current",6,6
"987","17.81.13","81",13,17,"y",4,NA,23.8666666666667,10.33,0.0136558179233755,0.432821229050279,"current",23.8666666666667,24
"988","17.83.12","83",12,17,"",4,NA,0,NA,NA,NA,"current",0,NA
"989","17.83.12","83",12,17,"",4,NA,6,NA,NA,NA,"current",6,6
"990","17.83.12","83",12,17,"",4,NA,23.8666666666667,NA,NA,NA,"current",23.8666666666667,24
"991","17.83.13","83",13,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"992","17.83.13","83",13,17,"y",4,NA,6,3.16,0.0168072571370054,0.526666666666667,"current",6,6
"993","17.83.13","83",13,17,"y",4,NA,23.8666666666667,14,0.0139964152893624,0.58659217877095,"current",23.8666666666667,24
"994","17.83.14","83",14,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"995","17.83.14","83",14,17,"y",4,NA,6,4.04,0.0205287652511496,0.673333333333333,"current",6,6
"996","17.83.14","83",14,17,"y",4,NA,23.8666666666667,13.07,0.0131586030605579,0.547625698324022,"current",23.8666666666667,24
"997","17.83.15","83",15,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"998","17.83.15","83",15,17,"y",4,NA,6,5.82,0.0302241045111764,0.97,"current",6,6
"999","17.83.15","83",15,17,"y",4,NA,23.8666666666667,15.78,0.0159697553600276,0.661173184357542,"current",23.8666666666667,24
"1000","17.83.16","83",16,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"1001","17.83.16","83",16,17,"y",4,NA,6,3.46,0.0271569224479814,0.576666666666667,"current",6,6
"1002","17.83.16","83",16,17,"y",4,NA,23.8666666666667,11.39,0.0166638843207916,0.477234636871508,"current",23.8666666666667,24
"1003","17.83.17","83",17,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"1004","17.83.17","83",17,17,"y",4,NA,6,2.68,0.0189037022926152,0.446666666666667,"current",6,6
"1005","17.83.17","83",17,17,"y",4,NA,23.8666666666667,10.91,0.0144703259688742,0.457122905027933,"current",23.8666666666667,24
"1006","17.83.18","83",18,17,"y",4,NA,0,0,NA,NA,"current",0,NA
"1007","17.83.18","83",18,17,"y",4,NA,6,3.3,0.0191436410737388,0.55,"current",6,6
"1008","17.83.18","83",18,17,"y",4,NA,23.8666666666667,14.08,0.0150907515124648,0.589944134078212,"current",23.8666666666667,24
"1009","23.83.19","83",19,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"1010","23.83.19","83",19,23,"y",4,NA,6.01666666666667,10.88,0.0320032949857478,1.80831024930748,"current",6.01666666666667,6
"1011","23.83.19","83",19,23,"y",4,NA,24.0666666666667,17.87,0.0117377487460022,0.742520775623269,"current",24.0666666666667,24
"1012","23.83.20","83",20,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"1013","23.83.20","83",20,23,"y",4,NA,6.01666666666667,13.27,0.045475944824488,2.20554016620499,"current",6.01666666666667,6
"1014","23.83.20","83",20,23,"y",4,NA,24.0666666666667,31.4,0.0202806612835688,1.30470914127424,"current",24.0666666666667,24
"1015","23.83.21","83",21,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"1016","23.83.21","83",21,23,"y",4,NA,6.01666666666667,10.28,0.0395475683227759,1.70858725761773,"current",6.01666666666667,6
"1017","23.83.21","83",21,23,"y",4,NA,24.0666666666667,38.31,0.0237016742607079,1.59182825484765,"current",24.0666666666667,24
"1018","23.83.22","83",22,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"1019","23.83.22","83",22,23,"y",4,NA,6.01666666666667,6.88,0.029693098474285,1.14349030470914,"current",6.01666666666667,6
"1020","23.83.22","83",22,23,"y",4,NA,24.0666666666667,31.65,0.0217675927543952,1.31509695290859,"current",24.0666666666667,24
"1021","23.83.23","83",23,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"1022","23.83.23","83",23,23,"y",4,NA,6.01666666666667,4.91,0.0248811595833721,0.81606648199446,"current",6.01666666666667,6
"1023","23.83.23","83",23,23,"y",4,NA,24.0666666666667,29.57,0.0224961628687708,1.2286703601108,"current",24.0666666666667,24
"1024","23.83.24","83",24,23,"y",4,NA,0,0,NA,NA,"current",0,NA
"1025","23.83.24","83",24,23,"y",4,NA,6.01666666666667,6.61,0.0326649074720615,1.09861495844875,"current",6.01666666666667,6
"1026","23.83.24","83",24,23,"y",4,NA,24.0666666666667,27.85,0.0221432508696985,1.15720221606648,"current",24.0666666666667,24
"1027","11.83.25","83",25,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"1028","11.83.25","83",25,11,"y",4,NA,6.05,1.59,0.00945816877666536,0.262809917355372,"current",6.05,6
"1029","11.83.25","83",25,11,"y",4,NA,24.1166666666667,5.68,0.00733882102526778,0.235521769177609,"current",24.1166666666667,24
"1030","11.83.26","83",26,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"1031","11.83.26","83",26,11,"y",4,NA,6.05,2.35,0.0132215335636149,0.388429752066116,"current",6.05,6
"1032","11.83.26","83",26,11,"y",4,NA,24.1166666666667,5.63,0.00711470510110495,0.233448514167243,"current",24.1166666666667,24
"1033","11.83.27","83",27,11,"y",4,NA,0,0,NA,NA,"current",0,NA
"1034","11.83.27","83",27,11,"y",4,NA,6.05,3.02,0.0180253290365373,0.499173553719008,"current",6.05,6
"1035","11.83.27","83",27,11,"y",4,NA,24.1166666666667,6.1,0.00819808066078312,0.252937111264686,"current",24.1166666666667,24
"1036","11.65.5","65",5,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1037","11.65.5","65",5,11,"y",4,NA,6,1.65,0.013095305336822,0.275,"current",6,6
"1038","11.65.5","65",5,11,"y",4,NA,24,5.05,0.00858367004046919,0.210416666666667,"current",24,24
"1039","11.66.15","66",15,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1040","11.66.15","66",15,11,"y",4,NA,6,5.12,0.0179866256524331,0.853333333333333,"current",6,6
"1041","11.66.15","66",15,11,"y",4,NA,24,14.33,0.0105308079665419,0.597083333333333,"current",24,24
"1042","11.72.27","72",27,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1043","11.72.27","72",27,11,"y",4,NA,6,4.39,0.0158443807272274,0.731666666666666,"current",6,6
"1044","11.72.27","72",27,11,"y",4,NA,24,7.71,0.00646937211415673,0.32125,"current",24,24
"1045","11.73.3","73",3,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1046","11.73.3","73",3,11,"y",4,NA,6,1.8,0.00722418165421697,0.3,"current",6,6
"1047","11.73.3","73",3,11,"y",4,NA,24,4.44,0.00416618824814339,0.185,"current",24,24
"1048","11.73.4","73",4,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1049","11.73.4","73",4,11,"y",4,NA,6,0.889999999999999,0.00544577378767475,0.148333333333333,"current",6,6
"1050","11.73.4","73",4,11,"y",4,NA,24,2.95,0.00416772613552838,0.122916666666667,"current",24,24
"1051","11.73.5","73",5,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1052","11.73.5","73",5,11,"y",4,NA,6,1.55,0.0117800173208587,0.258333333333333,"current",6,6
"1053","11.73.5","73",5,11,"y",4,NA,24,3.55,0.00615046310259859,0.147916666666667,"current",24,24
"1054","11.75.3","75",3,11,"",4,NA,0,0,NA,NA,"current",0,NA
"1055","11.75.3","75",3,11,"y",4,NA,6,2.32,0.0156382091259229,0.386666666666667,"current",6,6
"1056","11.75.3","75",3,11,"y",4,NA,24,6.57,0.00941965736314837,0.27375,"current",24,24
"1057","11.75.4","75",4,11,"",4,NA,0,0,NA,NA,"current",0,NA
