Rownum,Species,Popn,Year,UniID,mom,ID,temp,date,Jdate,Mo,Mi,iw,fw,active,instar,time,t.in,t.out,duration,mgain
335,Pieris_rapae,Seattle_WA,1999,29.9.6,9,6,29,36386,226,15.09,90.84,36.93,90.84,yes,5th,51.83333333,16.52,16.07,23.25,53.91
336,Pieris_rapae,Seattle_WA,1999,29.9.6,9,6,29,36387,227,15.09,170.22,90.84,170.22,yes,5th,81.88333333,16.07,22.1,30.05,79.38
337,Pieris_rapae,Seattle_WA,1999,29.9.7,9,7,29,36384,224,13.69,13.69,13.69,13.69,yes,4th,0,12.17,12.17,0,0
338,Pieris_rapae,Seattle_WA,1999,29.9.7,9,7,29,36384,224,13.69,17.84,13.69,17.84,yes,4th,6.1,12.17,18.23,6.1,4.15
339,Pieris_rapae,Seattle_WA,1999,29.9.7,9,7,29,36385,225,13.69,46.41,17.84,46.41,yes,4th,21.9,18.23,10.11,15.8,28.57
340,Pieris_rapae,Seattle_WA,1999,29.9.7,9,7,29,36385,225,13.69,44.54,46.41,44.54,no,4th,28.58333333,10.11,16.52,6.683333333,-1.87
341,Pieris_rapae,Seattle_WA,1999,29.9.7,9,7,29,36386,226,13.69,94.71,44.54,94.71,yes,5th,51.83333333,16.52,16.07,23.25,50.17
342,Pieris_rapae,Seattle_WA,1999,29.9.7,9,7,29,36387,227,13.69,191.86,94.71,191.86,yes,5th,81.88333333,16.07,22.1,30.05,97.15
343,Pieris_rapae,Seattle_WA,1999,29.9.8,9,8,29,36384,224,14.15,14.15,14.15,14.15,yes,4th,0,12.17,12.17,0,0
344,Pieris_rapae,Seattle_WA,1999,29.9.8,9,8,29,36384,224,14.15,20.67,14.15,20.67,yes,4th,6.1,12.17,18.23,6.1,6.52
345,Pieris_rapae,Seattle_WA,1999,29.9.8,9,8,29,36385,225,14.15,41.58,20.67,41.58,yes,4th,21.9,18.23,10.11,15.8,20.91
346,Pieris_rapae,Seattle_WA,1999,29.9.8,9,8,29,36385,225,14.15,41.52,41.58,41.52,no,4th,28.58333333,10.11,16.52,6.683333333,-0.06
347,Pieris_rapae,Seattle_WA,1999,29.9.8,9,8,29,36386,226,14.15,135.55,41.52,135.55,yes,5th,51.83333333,16.52,16.07,23.25,94.03
348,Pieris_rapae,Seattle_WA,1999,29.9.8,9,8,29,36387,227,14.15,171.31,135.55,171.31,yes,5th,81.88333333,16.07,22.1,30.05,35.76
349,Pieris_rapae,Seattle_WA,1999,29.9.9,9,9,29,36384,224,15.92,15.92,15.92,15.92,yes,4th,0,12.17,12.17,0,0
350,Pieris_rapae,Seattle_WA,1999,29.9.9,9,9,29,36384,224,15.92,23.25,15.92,23.25,yes,4th,6.1,12.17,18.23,6.1,7.33
351,Pieris_rapae,Seattle_WA,1999,29.9.9,9,9,29,36385,225,15.92,47.37,23.25,47.37,yes,4th,21.9,18.23,10.11,15.8,24.12
352,Pieris_rapae,Seattle_WA,1999,29.9.9,9,9,29,36385,225,15.92,47.28,47.37,47.28,no,4th,28.58333333,10.11,16.52,6.683333333,-0.09
353,Pieris_rapae,Seattle_WA,1999,29.9.9,9,9,29,36386,226,15.92,118.5,47.28,118.5,yes,5th,51.83333333,16.52,16.07,23.25,71.22
354,Pieris_rapae,Seattle_WA,1999,29.9.9,9,9,29,36387,227,15.92,155.34,118.5,155.34,yes,5th,81.88333333,16.07,22.1,30.05,36.84
355,Pieris_rapae,Seattle_WA,1999,29.9.10,9,10,29,36384,224,15.25,15.25,15.25,15.25,yes,4th,0,12.17,12.17,0,0
356,Pieris_rapae,Seattle_WA,1999,29.9.10,9,10,29,36384,224,15.25,22.63,15.25,22.63,yes,4th,6.1,12.17,18.23,6.1,7.38
357,Pieris_rapae,Seattle_WA,1999,29.9.10,9,10,29,36385,225,15.25,38.96,22.63,38.96,yes,4th,21.9,18.23,10.11,15.8,16.33
358,Pieris_rapae,Seattle_WA,1999,29.9.10,9,10,29,36385,225,15.25,38.66,38.96,38.66,no,4th,28.58333333,10.11,16.52,6.683333333,-0.3
359,Pieris_rapae,Seattle_WA,1999,29.9.10,9,10,29,36386,226,15.25,117.41,38.66,117.41,yes,5th,51.83333333,16.52,16.07,23.25,78.75
360,Pieris_rapae,Seattle_WA,1999,29.9.10,9,10,29,36387,227,15.25,147.15,117.41,147.15,yes,5th,81.88333333,16.07,22.1,30.05,29.74
361,Pieris_rapae,Seattle_WA,1999,29.14.1,14,1,29,36384,224,12.22,12.22,12.22,12.22,yes,4th,0,12.17,12.17,0,0
367,Pieris_rapae,Seattle_WA,1999,29.14.15,14,15,29,36384,224,15.61,15.61,15.61,15.61,yes,4th,0,12.17,12.17,0,0
368,Pieris_rapae,Seattle_WA,1999,29.14.15,14,15,29,36384,224,15.61,22.08,15.61,22.08,yes,4th,6.1,12.17,18.23,6.1,6.47
369,Pieris_rapae,Seattle_WA,1999,29.14.15,14,15,29,36385,225,15.61,51.53,22.08,51.53,yes,4th,21.9,18.23,10.11,15.8,29.45
370,Pieris_rapae,Seattle_WA,1999,29.14.15,14,15,29,36385,225,15.61,48.43,51.53,48.43,no,4th,28.58333333,10.11,16.52,6.683333333,-3.1
371,Pieris_rapae,Seattle_WA,1999,29.14.15,14,15,29,36386,226,15.61,132.09,48.43,132.09,yes,5th,51.83333333,16.52,16.07,23.25,83.66
372,Pieris_rapae,Seattle_WA,1999,29.14.15,14,15,29,36387,227,15.61,203.47,132.09,203.47,yes,5th,81.88333333,16.07,22.1,30.05,71.38
379,Pieris_rapae,Seattle_WA,1999,29.18.4,18,4,29,36384,224,16.11,16.11,16.11,16.11,yes,4th,0,12.17,12.17,0,0
380,Pieris_rapae,Seattle_WA,1999,29.18.4,18,4,29,36384,224,16.11,24.65,16.11,24.65,yes,4th,6.1,12.17,18.23,6.1,8.54
381,Pieris_rapae,Seattle_WA,1999,29.18.4,18,4,29,36385,225,16.11,45.15,24.65,45.15,yes,4th,21.9,18.23,10.11,15.8,20.5
382,Pieris_rapae,Seattle_WA,1999,29.18.4,18,4,29,36385,225,16.11,42.3,45.15,42.3,no,4th,28.58333333,10.11,16.52,6.683333333,-2.85
383,Pieris_rapae,Seattle_WA,1999,29.18.4,18,4,29,36386,226,16.11,116.63,42.3,116.63,yes,5th,51.83333333,16.52,16.07,23.25,74.33
384,Pieris_rapae,Seattle_WA,1999,29.18.4,18,4,29,36387,227,16.11,149.88,116.63,149.88,yes,5th,81.88333333,16.07,22.1,30.05,33.25
385,Pieris_rapae,Seattle_WA,1999,29.23.2,23,2,29,36384,224,13.6,13.6,13.6,13.6,yes,4th,0,12.17,12.17,0,0
386,Pieris_rapae,Seattle_WA,1999,29.23.2,23,2,29,36384,224,13.6,20.45,13.6,20.45,yes,4th,6.1,12.17,18.23,6.1,6.85
387,Pieris_rapae,Seattle_WA,1999,29.23.2,23,2,29,36385,225,13.6,42.47,20.45,42.47,yes,4th,21.9,18.23,10.11,15.8,22.02
388,Pieris_rapae,Seattle_WA,1999,29.23.2,23,2,29,36385,225,13.6,42.06,42.47,42.06,no,4th,28.58333333,10.11,16.52,6.683333333,-0.41
389,Pieris_rapae,Seattle_WA,1999,29.23.2,23,2,29,36386,226,13.6,93.26,42.06,93.26,yes,5th,51.83333333,16.52,16.07,23.25,51.2
390,Pieris_rapae,Seattle_WA,1999,29.23.2,23,2,29,36387,227,13.6,149.31,93.26,149.31,yes,5th,81.88333333,16.07,22.1,30.05,56.05
391,Pieris_rapae,Seattle_WA,1999,29.27.14,27,14,29,36384,224,13.5,13.5,13.5,13.5,yes,4th,0,12.17,12.17,0,0
392,Pieris_rapae,Seattle_WA,1999,29.27.14,27,14,29,36384,224,13.5,17.64,13.5,17.64,yes,4th,6.1,12.17,18.23,6.1,4.14
393,Pieris_rapae,Seattle_WA,1999,29.27.14,27,14,29,36385,225,13.5,40.97,17.64,40.97,yes,4th,21.9,18.23,10.11,15.8,23.33
394,Pieris_rapae,Seattle_WA,1999,29.27.14,27,14,29,36385,225,13.5,43.07,40.97,43.07,no,4th,28.58333333,10.11,16.52,6.683333333,2.1
395,Pieris_rapae,Seattle_WA,1999,29.27.14,27,14,29,36386,226,13.5,100.92,43.07,100.92,yes,5th,51.83333333,16.52,16.07,23.25,57.85
396,Pieris_rapae,Seattle_WA,1999,29.27.14,27,14,29,36387,227,13.5,149.3,100.92,149.3,yes,5th,81.88333333,16.07,22.1,30.05,48.38
397,Pieris_rapae,Seattle_WA,1999,35.2.11,2,11,35,36385,225,10.15,10.15,10.15,10.15,yes,4th,0,11.43,11.43,0,0
398,Pieris_rapae,Seattle_WA,1999,35.2.11,2,11,35,36385,225,10.15,10.15,10.15,15.92,yes,4th,5.283333333,11.43,17,5.283333333,5.77
399,Pieris_rapae,Seattle_WA,1999,35.2.11,2,11,35,36386,226,10.15,15.92,15.92,48.76,yes,4th,22.95,17,10.4,17.66666667,32.84
400,Pieris_rapae,Seattle_WA,1999,35.2.11,2,11,35,36386,226,10.15,48.76,48.76,62.17,yes,4th,28.73333333,10.4,16.27,5.783333333,13.41
401,Pieris_rapae,Seattle_WA,1999,35.2.11,2,11,35,36387,227,10.15,62.17,62.17,90.48,yes,5th,53.73333333,16.27,17.27,25,28.31
402,Pieris_rapae,Seattle_WA,1999,35.2.11,2,11,35,36388,228,10.15,90.48,90.48,121.49,yes,5th,79.38333333,17.27,19.06,25.65,31.01
403,Pieris_rapae,Seattle_WA,1999,35.4.7,4,7,35,36385,225,11.52,11.52,11.52,11.52,yes,4th,0,11.43,11.43,0,0
404,Pieris_rapae,Seattle_WA,1999,35.4.7,4,7,35,36385,225,11.52,11.52,11.52,18.73,yes,4th,5.283333333,11.43,17,5.283333333,7.21
405,Pieris_rapae,Seattle_WA,1999,35.4.7,4,7,35,36386,226,11.52,18.73,18.73,35.39,yes,4th,22.95,17,10.4,17.66666667,16.66
406,Pieris_rapae,Seattle_WA,1999,35.4.7,4,7,35,36386,226,11.52,35.39,35.39,41.1,yes,4th,28.73333333,10.4,16.27,5.783333333,5.71
407,Pieris_rapae,Seattle_WA,1999,35.4.7,4,7,35,36387,227,11.52,41.1,41.1,48.2,no,4th,53.73333333,16.27,17.27,25,7.1
408,Pieris_rapae,Seattle_WA,1999,35.4.7,4,7,35,36388,228,11.52,48.2,48.2,35.59,yes,,79.38333333,17.27,19.06,25.65,-12.61
409,Pieris_rapae,Seattle_WA,1999,35.7.6,7,6,35,36385,225,14.74,14.74,14.74,14.74,yes,4th,0,11.43,11.43,0,0
410,Pieris_rapae,Seattle_WA,1999,35.7.6,7,6,35,36385,225,14.74,14.74,14.74,20.31,yes,4th,5.283333333,11.43,17,5.283333333,5.57
411,Pieris_rapae,Seattle_WA,1999,35.7.6,7,6,35,36386,226,14.74,20.31,20.31,45.55,yes,4th,22.95,17,10.4,17.66666667,25.24
412,Pieris_rapae,Seattle_WA,1999,35.7.6,7,6,35,36386,226,14.74,45.55,45.55,54.5,yes,4th,28.73333333,10.4,16.27,5.783333333,8.95
413,Pieris_rapae,Seattle_WA,1999,35.7.6,7,6,35,36387,227,14.74,54.5,54.5,53.6,no,4th,53.73333333,16.27,17.27,25,-0.9
414,Pieris_rapae,Seattle_WA,1999,35.7.6,7,6,35,36388,228,14.74,53.6,53.6,46.24,yes,5th,79.38333333,17.27,19.06,25.65,-7.36
415,Pieris_rapae,Seattle_WA,1999,35.7.13,7,13,35,36385,225,14.12,14.12,14.12,14.12,yes,4th,0,11.43,11.43,0,0
416,Pieris_rapae,Seattle_WA,1999,35.7.13,7,13,35,36385,225,14.12,14.12,14.12,17.25,yes,4th,5.283333333,11.43,17,5.283333333,3.13
417,Pieris_rapae,Seattle_WA,1999,35.7.13,7,13,35,36386,226,14.12,17.25,17.25,37.21,yes,4th,22.95,17,10.4,17.66666667,19.96
418,Pieris_rapae,Seattle_WA,1999,35.7.13,7,13,35,36386,226,14.12,37.21,37.21,41.32,yes,4th,28.73333333,10.4,16.27,5.783333333,4.11
419,Pieris_rapae,Seattle_WA,1999,35.7.13,7,13,35,36387,227,14.12,41.32,41.32,50.01,no,4th,53.73333333,16.27,17.27,25,8.69
420,Pieris_rapae,Seattle_WA,1999,35.7.13,7,13,35,36388,228,14.12,50.01,50.01,45.5,yes,5th,79.38333333,17.27,19.06,25.65,-4.51
421,Pieris_rapae,Seattle_WA,1999,35.7.14,7,14,35,36385,225,13.52,13.52,13.52,13.52,yes,4th,0,11.43,11.43,0,0
422,Pieris_rapae,Seattle_WA,1999,35.7.14,7,14,35,36385,225,13.52,13.52,13.52,20.65,yes,4th,5.283333333,11.43,17,5.283333333,7.13
423,Pieris_rapae,Seattle_WA,1999,35.7.14,7,14,35,36386,226,13.52,20.65,20.65,44.55,yes,4th,22.95,17,10.4,17.66666667,23.9
424,Pieris_rapae,Seattle_WA,1999,35.7.14,7,14,35,36386,226,13.52,44.55,44.55,55.15,yes,4th,28.73333333,10.4,16.27,5.783333333,10.6
425,Pieris_rapae,Seattle_WA,1999,35.7.14,7,14,35,36387,227,13.52,55.15,55.15,41.5,yes,5th,53.73333333,16.27,17.27,25,-13.65
426,Pieris_rapae,Seattle_WA,1999,35.7.14,7,14,35,36388,228,13.52,41.5,41.5,41.62,yes,5th,79.38333333,17.27,19.06,25.65,0.12
433,Pieris_rapae,Seattle_WA,1999,35.9.2,9,2,35,36385,225,13.25,13.25,13.25,13.25,yes,4th,0,11.43,11.43,0,0
434,Pieris_rapae,Seattle_WA,1999,35.9.2,9,2,35,36385,225,13.25,13.25,13.25,17.23,yes,4th,5.283333333,11.43,17,5.283333333,3.98
435,Pieris_rapae,Seattle_WA,1999,35.9.2,9,2,35,36386,226,13.25,17.23,17.23,42.25,yes,4th,22.95,17,10.4,17.66666667,25.02
436,Pieris_rapae,Seattle_WA,1999,35.9.2,9,2,35,36386,226,13.25,42.25,42.25,45.46,yes,4th,28.73333333,10.4,16.27,5.783333333,3.21
437,Pieris_rapae,Seattle_WA,1999,35.9.2,9,2,35,36387,227,13.25,45.46,45.46,23.5,yes,4th,53.73333333,16.27,17.27,25,-21.96
438,Pieris_rapae,Seattle_WA,1999,35.9.2,9,2,35,36388,228,13.25,23.5,23.5,16.94,no,4th,79.38333333,17.27,19.06,25.65,-6.56
439,Pieris_rapae,Seattle_WA,1999,35.16.12,16,12,35,36385,225,13.08,13.08,13.08,13.08,yes,4th,0,11.43,11.43,0,0
440,Pieris_rapae,Seattle_WA,1999,35.16.12,16,12,35,36385,225,13.08,13.08,13.08,19.33,yes,4th,5.283333333,11.43,17,5.283333333,6.25
441,Pieris_rapae,Seattle_WA,1999,35.16.12,16,12,35,36386,226,13.08,19.33,19.33,53.18,yes,4th,22.95,17,10.4,17.66666667,33.85
442,Pieris_rapae,Seattle_WA,1999,35.16.12,16,12,35,36386,226,13.08,53.18,53.18,63.05,yes,4th,28.73333333,10.4,16.27,5.783333333,9.87
443,Pieris_rapae,Seattle_WA,1999,35.16.12,16,12,35,36387,227,13.08,63.05,63.05,76.52,yes,5th,53.73333333,16.27,17.27,25,13.47
444,Pieris_rapae,Seattle_WA,1999,35.16.12,16,12,35,36388,228,13.08,76.52,76.52,178.22,yes,5th,79.38333333,17.27,19.06,25.65,101.7
445,Pieris_rapae,Seattle_WA,1999,35.18.8,18,8,35,36385,225,11.26,11.26,11.26,11.26,yes,4th,0,11.43,11.43,0,0
446,Pieris_rapae,Seattle_WA,1999,35.18.8,18,8,35,36385,225,11.26,11.26,11.26,17.84,yes,4th,5.283333333,11.43,17,5.283333333,6.58
447,Pieris_rapae,Seattle_WA,1999,35.18.8,18,8,35,36386,226,11.26,17.84,17.84,47.31,yes,4th,22.95,17,10.4,17.66666667,29.47
448,Pieris_rapae,Seattle_WA,1999,35.18.8,18,8,35,36386,226,11.26,47.31,47.31,53.79,yes,4th,28.73333333,10.4,16.27,5.783333333,6.48
449,Pieris_rapae,Seattle_WA,1999,35.18.8,18,8,35,36387,227,11.26,53.79,53.79,70.87,yes,5th,53.73333333,16.27,17.27,25,17.08
450,Pieris_rapae,Seattle_WA,1999,35.18.8,18,8,35,36388,228,11.26,70.87,70.87,155.84,yes,5th,79.38333333,17.27,19.06,25.65,84.97
451,Pieris_rapae,Seattle_WA,1999,35.18.15,18,15,35,36385,225,10.84,10.84,10.84,10.84,yes,4th,0,11.43,11.43,0,0
452,Pieris_rapae,Seattle_WA,1999,35.18.15,18,15,35,36385,225,10.84,10.84,10.84,15.64,yes,4th,5.283333333,11.43,17,5.283333333,4.8
453,Pieris_rapae,Seattle_WA,1999,35.18.15,18,15,35,36386,226,10.84,15.64,15.64,48.16,yes,4th,22.95,17,10.4,17.66666667,32.52
454,Pieris_rapae,Seattle_WA,1999,35.18.15,18,15,35,36386,226,10.84,48.16,48.16,48.91,no,4th,28.73333333,10.4,16.27,5.783333333,0.75
455,Pieris_rapae,Seattle_WA,1999,35.18.15,18,15,35,36387,227,10.84,48.91,48.91,106.42,yes,5th,53.73333333,16.27,17.27,25,57.51
456,Pieris_rapae,Seattle_WA,1999,35.18.15,18,15,35,36388,228,10.84,106.42,106.42,155.4,yes,5th,79.38333333,17.27,19.06,25.65,48.98
457,Pieris_rapae,Seattle_WA,1999,35.19.4,19,4,35,36385,225,10.77,10.77,10.77,10.77,yes,4th,0,11.43,11.43,0,0
458,Pieris_rapae,Seattle_WA,1999,35.19.4,19,4,35,36385,225,10.77,10.77,10.77,17.45,yes,4th,5.283333333,11.43,17,5.283333333,6.68
459,Pieris_rapae,Seattle_WA,1999,35.19.4,19,4,35,36386,226,10.77,17.45,17.45,42.74,yes,4th,22.95,17,10.4,17.66666667,25.29
460,Pieris_rapae,Seattle_WA,1999,35.19.4,19,4,35,36386,226,10.77,42.74,42.74,51.8,yes,4th,28.73333333,10.4,16.27,5.783333333,9.06
461,Pieris_rapae,Seattle_WA,1999,35.19.4,19,4,35,36387,227,10.77,51.8,51.8,55.61,yes,5th,53.73333333,16.27,17.27,25,3.81
462,Pieris_rapae,Seattle_WA,1999,35.19.4,19,4,35,36388,228,10.77,55.61,55.61,167.12,yes,5th,79.38333333,17.27,19.06,25.65,111.51
463,Pieris_rapae,Seattle_WA,1999,35.22.5,22,5,35,36385,225,12.39,12.39,12.39,12.39,yes,4th,0,11.43,11.43,0,0
464,Pieris_rapae,Seattle_WA,1999,35.22.5,22,5,35,36385,225,12.39,12.39,12.39,18.68,yes,4th,5.283333333,11.43,17,5.283333333,6.29
465,Pieris_rapae,Seattle_WA,1999,35.22.5,22,5,35,36386,226,12.39,18.68,18.68,45.89,yes,4th,22.95,17,10.4,17.66666667,27.21
466,Pieris_rapae,Seattle_WA,1999,35.22.5,22,5,35,36386,226,12.39,45.89,45.89,48.92,no,4th,28.73333333,10.4,16.27,5.783333333,3.03
467,Pieris_rapae,Seattle_WA,1999,35.22.5,22,5,35,36387,227,12.39,48.92,48.92,91.84,yes,5th,53.73333333,16.27,17.27,25,42.92
468,Pieris_rapae,Seattle_WA,1999,35.22.5,22,5,35,36388,228,12.39,91.84,91.84,149.45,yes,5th,79.38333333,17.27,19.06,25.65,57.61
469,Pieris_rapae,Seattle_WA,1999,35.25.10,25,10,35,36385,225,10.3,10.3,10.3,10.3,yes,4th,0,11.43,11.43,0,0
470,Pieris_rapae,Seattle_WA,1999,35.25.10,25,10,35,36385,225,10.3,10.3,10.3,16.51,yes,4th,5.283333333,11.43,17,5.283333333,6.21
471,Pieris_rapae,Seattle_WA,1999,35.25.10,25,10,35,36386,226,10.3,16.51,16.51,47.52,yes,4th,22.95,17,10.4,17.66666667,31.01
472,Pieris_rapae,Seattle_WA,1999,35.25.10,25,10,35,36386,226,10.3,47.52,47.52,54.7,yes,4th,28.73333333,10.4,16.27,5.783333333,7.18
473,Pieris_rapae,Seattle_WA,1999,35.25.10,25,10,35,36387,227,10.3,54.7,54.7,72.26,yes,5th,53.73333333,16.27,17.27,25,17.56
474,Pieris_rapae,Seattle_WA,1999,35.25.10,25,10,35,36388,228,10.3,72.26,72.26,171.77,yes,5th,79.38333333,17.27,19.06,25.65,99.51
475,Pieris_rapae,Seattle_WA,1999,35.26.9,26,9,35,36385,225,10.53,10.53,10.53,10.53,yes,4th,0,11.43,11.43,0,0
476,Pieris_rapae,Seattle_WA,1999,35.26.9,26,9,35,36385,225,10.53,10.53,10.53,16.95,yes,4th,5.283333333,11.43,17,5.283333333,6.42
477,Pieris_rapae,Seattle_WA,1999,35.26.9,26,9,35,36386,226,10.53,16.95,16.95,48.1,yes,4th,22.95,17,10.4,17.66666667,31.15
478,Pieris_rapae,Seattle_WA,1999,35.26.9,26,9,35,36386,226,10.53,48.1,48.1,53.72,yes,4th,28.73333333,10.4,16.27,5.783333333,5.62
479,Pieris_rapae,Seattle_WA,1999,35.26.9,26,9,35,36387,227,10.53,53.72,53.72,66.81,yes,5th,53.73333333,16.27,17.27,25,13.09
480,Pieris_rapae,Seattle_WA,1999,35.26.9,26,9,35,36388,228,10.53,66.81,66.81,153.26,yes,5th,79.38333333,17.27,19.06,25.65,86.45
481,Pieris_rapae,Seattle_WA,1999,35.31.3,31,3,35,36385,225,12.77,12.77,12.77,12.77,yes,4th,0,11.43,11.43,0,0
482,Pieris_rapae,Seattle_WA,1999,35.31.3,31,3,35,36385,225,12.77,12.77,12.77,16.61,yes,4th,5.283333333,11.43,17,5.283333333,3.84
483,Pieris_rapae,Seattle_WA,1999,35.31.3,31,3,35,36386,226,12.77,16.61,16.61,35.46,yes,4th,22.95,17,10.4,17.66666667,18.85
484,Pieris_rapae,Seattle_WA,1999,35.31.3,31,3,35,36386,226,12.77,35.46,35.46,45.7,yes,4th,28.73333333,10.4,16.27,5.783333333,10.24
485,Pieris_rapae,Seattle_WA,1999,35.31.3,31,3,35,36387,227,12.77,45.7,45.7,53.77,no,4th,53.73333333,16.27,17.27,25,8.07
486,Pieris_rapae,Seattle_WA,1999,35.31.3,31,3,35,36388,228,12.77,53.77,53.77,129.92,yes,5th,79.38333333,17.27,19.06,25.65,76.15
487,Pieris_rapae,Seattle_WA,1999,40.5.14,5,14,40,36409,249,13.68,13.68,13.68,13.68,yes,4th,0,9.27,9.27,0,0
488,Pieris_rapae,Seattle_WA,1999,40.5.14,5,14,40,36409,249,13.68,22.14,13.68,22.14,yes,4th,6.383333333,9.27,15.5,6.383333333,8.46
489,Pieris_rapae,Seattle_WA,1999,40.5.14,5,14,40,36410,250,13.68,29.59,22.14,29.59,yes,4th,24.21666667,15.5,9.4,17.83333333,7.45
490,Pieris_rapae,Seattle_WA,1999,40.5.14,5,14,40,36410,250,13.68,32.52,29.59,32.52,yes,4th,31.8,9.4,17.15,7.583333333,2.93
491,Pieris_rapae,Seattle_WA,1999,40.5.14,5,14,40,36411,251,13.68,31.11,32.52,31.11,yes,4th,53.46666667,17.15,14.55,21.66666667,-1.41
492,Pieris_rapae,Seattle_WA,1999,40.6.13,6,13,40,36409,249,9.74,9.74,9.74,9.74,yes,4th,0,9.27,9.27,0,0
493,Pieris_rapae,Seattle_WA,1999,40.6.13,6,13,40,36409,249,9.74,9.74,9.74,15.67,yes,4th,6.383333333,9.27,15.5,6.383333333,5.93
494,Pieris_rapae,Seattle_WA,1999,40.6.13,6,13,40,36410,250,9.74,15.67,15.67,28.8,yes,4th,24.21666667,15.5,9.4,17.83333333,13.13
495,Pieris_rapae,Seattle_WA,1999,40.6.13,6,13,40,36410,250,9.74,28.8,28.8,30.56,yes,4th,31.8,9.4,17.15,7.583333333,1.76
496,Pieris_rapae,Seattle_WA,1999,40.6.13,6,13,40,36411,251,9.74,30.56,30.56,29.93,yes,4th,53.46666667,17.15,14.55,21.66666667,-0.63
497,Pieris_rapae,Seattle_WA,1999,40.7.8,7,8,40,36409,249,8.05,8.05,8.05,8.05,yes,4th,0,9.27,9.27,0,0
498,Pieris_rapae,Seattle_WA,1999,40.7.8,7,8,40,36409,249,8.05,8.05,8.05,10.91,yes,4th,6.383333333,9.27,15.5,6.383333333,2.86
499,Pieris_rapae,Seattle_WA,1999,40.7.8,7,8,40,36410,250,8.05,10.91,10.91,9.24,yes,4th,24.21666667,15.5,9.4,17.83333333,-1.67
500,Pieris_rapae,Seattle_WA,1999,40.7.8,7,8,40,36410,250,8.05,9.24,9.24,NA,no,4th,31.8,9.4,17.15,7.583333333,NA
501,Pieris_rapae,Seattle_WA,1999,40.7.8,7,8,40,36411,251,8.05,NA,NA,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
502,Pieris_rapae,Seattle_WA,1999,40.13.7,13,7,40,36409,249,14.47,14.47,14.47,14.47,yes,4th,0,9.27,9.27,0,0
503,Pieris_rapae,Seattle_WA,1999,40.13.7,13,7,40,36409,249,14.47,14.47,14.47,17.17,yes,4th,6.383333333,9.27,15.5,6.383333333,2.7
504,Pieris_rapae,Seattle_WA,1999,40.13.7,13,7,40,36410,250,14.47,17.17,17.17,23.08,yes,4th,24.21666667,15.5,9.4,17.83333333,5.91
505,Pieris_rapae,Seattle_WA,1999,40.13.7,13,7,40,36410,250,14.47,23.08,23.08,21.91,yes,4th,31.8,9.4,17.15,7.583333333,-1.17
506,Pieris_rapae,Seattle_WA,1999,40.13.7,13,7,40,36411,251,14.47,21.91,21.91,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
507,Pieris_rapae,Seattle_WA,1999,40.13.9,13,9,40,36409,249,13.9,13.9,13.9,13.9,yes,4th,0,9.27,9.27,0,0
508,Pieris_rapae,Seattle_WA,1999,40.13.9,13,9,40,36409,249,13.9,13.9,13.9,18.81,yes,4th,6.383333333,9.27,15.5,6.383333333,4.91
509,Pieris_rapae,Seattle_WA,1999,40.13.9,13,9,40,36410,250,13.9,18.81,18.81,22.86,yes,4th,24.21666667,15.5,9.4,17.83333333,4.05
510,Pieris_rapae,Seattle_WA,1999,40.13.9,13,9,40,36410,250,13.9,22.86,22.86,22.06,no,4th,31.8,9.4,17.15,7.583333333,-0.8
511,Pieris_rapae,Seattle_WA,1999,40.13.9,13,9,40,36411,251,13.9,22.06,22.06,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
512,Pieris_rapae,Seattle_WA,1999,40.13.15,13,15,40,36409,249,14.54,14.54,14.54,14.54,yes,4th,0,9.27,9.27,0,0
513,Pieris_rapae,Seattle_WA,1999,40.13.15,13,15,40,36409,249,14.54,14.54,14.54,17.27,yes,4th,6.383333333,9.27,15.5,6.383333333,2.73
514,Pieris_rapae,Seattle_WA,1999,40.13.15,13,15,40,36410,250,14.54,17.27,17.27,19.7,yes,4th,24.21666667,15.5,9.4,17.83333333,2.43
515,Pieris_rapae,Seattle_WA,1999,40.13.15,13,15,40,36410,250,14.54,19.7,19.7,23.09,yes,4th,31.8,9.4,17.15,7.583333333,3.39
516,Pieris_rapae,Seattle_WA,1999,40.13.15,13,15,40,36411,251,14.54,23.09,23.09,21.99,yes,4th,53.46666667,17.15,14.55,21.66666667,-1.1
517,Pieris_rapae,Seattle_WA,1999,40.15.2,15,2,40,36409,249,15.43,15.43,15.43,15.43,yes,4th,0,9.27,9.27,0,0
518,Pieris_rapae,Seattle_WA,1999,40.15.2,15,2,40,36409,249,15.43,15.43,15.43,19.32,yes,4th,6.383333333,9.27,15.5,6.383333333,3.89
519,Pieris_rapae,Seattle_WA,1999,40.15.2,15,2,40,36410,250,15.43,19.32,19.32,15.23,no,4th,24.21666667,15.5,9.4,17.83333333,-4.09
520,Pieris_rapae,Seattle_WA,1999,40.15.2,15,2,40,36410,250,15.43,15.23,15.23,NA,no,4th,31.8,9.4,17.15,7.583333333,NA
521,Pieris_rapae,Seattle_WA,1999,40.15.2,15,2,40,36411,251,15.43,NA,NA,NA,no,4th,53.46666667,17.15,14.55,21.66666667,NA
522,Pieris_rapae,Seattle_WA,1999,40.15.3,15,3,40,36409,249,11.3,11.3,11.3,11.3,yes,4th,0,9.27,9.27,0,0
